Nom,Prix,Prix réduit,Site web,Catégorie,Date de collecte,Promotions,Lien
"Ugreen Sacoche PC PORTABLE 14 to 14,9","237,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/sac-sacoche-housse/6394-ugreen-sacoche-pc-portable-14-to-149.html
Ugreen sacoche pour ordinateur portable 15...,"270,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/sac-sacoche-housse/6307-ugreen-sacoche-pour-ordinateur-portable-15-a159-.html
MSI THIN B13VE-2474MA i7 13620H/16GB...,"13 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-1 000,00 MAD",https://www.ultrapc.ma/pc-portables-gamer/8797-msi-thin-b13ve-2474ma-i7-13620h-16gb-ddr4-512gb-rtx4050-6gb-156-144hz-w11.html
Lenovo ThinkPad T480s Intel Core...,"2 899,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-300,00 MAD",https://www.ultrapc.ma/pc-portables-multimedia/5546-lenovo-thinkpad-t480s-intel-core-i5-8530u-8-go-256-ssd-14led-full-hd.html
Goui Sac à dos Line 20 litres,"399,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/sac-sacoche-housse/8931-goui-sac-a-dos-line-20-litres.html
"Nouvel Arrivage
MSI Modern 15 H B13M-237MA Intel...","9 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9287-msi-modern-15-h-b13m-237ma-intel-i9-13900h-16go-ddr4-512gb-ssd-156-fhd-ips-windows11-noir-classic.html
HP EliteBook 830 G5 i5-8265U/8GB/256GB SSD,"2 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables/9224-hp-elitebook-830-g5-i5-8265u-8gb-256gb-ssd.html
Asus ROG Zephyrus G14-403UI-Q24W AMD Ryzen...,"23 990,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-4 000,00 MAD",https://www.ultrapc.ma/pc-portables-gamer/9183-asus-rog-zephyrus-g14-403ui-q24w-amd-ryzen-9-8945hs-32gb-ddr5-1tb-ssd-rtx-4070-tgp-90w-14-3k-oled.html
ASUS TUF GAMING A15 FA506NFR-HN008 AMD...,"9 990,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-1 000,00 MAD",https://www.ultrapc.ma/pc-portables-gamer/8914-asus-tuf-gaming-a15-fa506nfr-hn008-amd-r7-7435hs-16gb-ddr5-512gb-ssd-rtx2050-4gb-156-144hz.html
"Ugreen Sacoche  13"" à 13,9"" (20448)","229,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/sac-sacoche-housse/7336-ugreen-sacoche-13-a-139-20448.html
"Nouvel Arrivage
MSI KATANA A15 AI Ryzen 7 8845HS/16GB DDR5...","13 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-1 000,00 MAD",https://www.ultrapc.ma/pc-portables-gamer/9405-msi-katana-a15-ai-ryzen-7-8845hs-16gb-ddr5-512gb-ssd-rtx4060-156-2k-ips-sans-emballage.html
MSI MODERN 14 C13M-1419MA Intel...,"6 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-multimedia/9286-msi-modern-14-c13m-1419ma-intel-i5-1335u-16gb-ddr4-512gb-ssd-14-fhd-ips-win11-noir-classic.html
MSI THIN 15 B13VE-2659MA Intel...,"13 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9240-msi-thin-15-b13ve-2659ma-intel-i7-13620h-16gb-ddr4-512gb-ssd-rtx-4050-6gb-156-144hz-win11.html
MSI THIN B13UCX-2657MA Intel...,"10 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9239-msi-thin-b13ucx-2657ma-intel-i7-13620h-16gb-ddr4-512gb-ssd-rtx-2050-4gb-156-144hz-win11.html
HyperX Knight Backpack (8C525AA),"949,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/sac-sacoche-housse/9164-hyperx-knight-backpack-8c525aa.html
HyperX Delta Backpack (8C524AA),"499,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/sac-sacoche-housse/9163-sac-a-dos-ugreen-pc-portable-156-90798.html
LENOVO V15-IRU i5-13420H/8Go/256Go...,"5 990,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-multimedia/9118-lenovo-v15-iru-i5-13420h-8go-256go-ssd-156-sac-a-dos.html
"Sac à Dos UGREEN PC Portable 15,6 (90798)","424,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/sac-sacoche-housse/6302-sac-a-dos-ugreen-pc-portable-156-90798.html
MSI PULSE 16 AI C1VFKG-082MA Intel Ultra 9...,"24 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9284-msi-pulse-16-ai-c1vfkg-082ma-intel-ultra-9-185h-32gb-ddr5-1tb-ssd-rtx-4070-8gb-16-240hz-win11-w-bag.html
MSI PULSE 16 AI C1VFKG-081MA Intel Ultra 9...,"21 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9242-msi-pulse-16-ai-c1vfkg-081ma-intel-ultra-9-185h-16gb-ddr5-1tb-ssd-rtx-4060-8gb-16-240hz-win11h-w-bag.html
MSI SWORD 16 HX B14VGKG-851MA Intel...,"19 999,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9241-msi-sword-16-hx-b14vgkg-851ma-intel-i7-14700hx-16gb-ddr5-1tb-ssd-rtx-4070-8gb-16-165hz-win11h.html
"ASUS ROG BP4701 SAC À DOS 17"" Noir","399,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,"-150,00 MAD",https://www.ultrapc.ma/sac-sacoche-housse/9191-asus-rog-bp4701-sac-a-dos-17-noir.html
Asus ROG Zephyrus G16-GU605MV-Q82W intel...,"24 400,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9171-asus-rog-zephyrus-g16-gu605mv-q82w-intel-core-ultra-9-32gb-1tb-ssd-rtx-4060-16-25k-oled-sans-emballage.html
ASUS ROG Zephyrus G16 GA605WI-Q05W Ryzen...,"26 990,00 MAD",,UltraPC.ma,PC Portables,2025-02-05 10:10:09,,https://www.ultrapc.ma/pc-portables-gamer/9013-asus-rog-zephyrus-g16-ga605wi-q05w-ryzen-ai-9-hx-370-32gb-ddr5-1tb-ssd-rtx-4070-8gb-16-oled-25k-240hz-sans-emballage.html
"Gigabyte G5 KF5-H3FR353SD – Core™ i7 13th, RTX 4060, 16GB, 512GB","13,299.00MAD","14,999.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/pc-portable-gaming-gigabyte-g5-kf5-h3fr353sd/
"ASUS TUF F15 FX506LH-HN004T – Core™ i5 10th, GTX 1650, 8GB, 512GB","6,599.00MAD","7,899.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/pc-portable-asus-f15-tuf506lh-gtx-1650-maroc/
"ASUS TUF F15 FX506LH-HN004W – Core™ i5 10th, GTX 1650, 8GB, 512GB","6,599.00MAD","7,899.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/pc-portable-asus-f15-tuf506lw-gtx-1650-prix-maroc/
"ASUS TUF F15 FX506LH-HN004T – Core™ i5 10th, GTX 1650, 16GB, 512GB","6,899.00MAD","8,299.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/pc-portable-asus-f15-tuf506lh-i5-10th-maroc/
"ASUS TUF F15 FX506LH-HN004W – Core™ i5 10th, GTX 1650, 16GB, 512GB","6,899.00MAD","8,299.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/pc-portable-asus-f15-tuf506lh-i5-10th-prix-maroc/
"LENOVO GAMING 3 15ACH6 – Ryzen 5 5500H, RTX 2050, 16GB, 512GB","7,749.00MAD","9,249.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/lenovo-gaming-3-15ach6-rtx-2050-maroc/
"HP PAVILION GAMING 15-EC2011NK – Ryzen R5-5600H, RTX 3050, 8GB, 512Go","7,890.00MAD","8,690.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/hp-pavilion-gaming-15-ec2011nk-maroc/
"LENOVO LOQ 15IAX9 – Core™ i5 12th, RTX 2050, 16GB, 512GB","7,899.00MAD","8,999.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/pc-portable-lenovo-loq-15iax9-rtx-2050-maroc/
"MSI GF63 11SC-658XMA – Core™ i5 11th, GTX 1650, 8GB, 512GB","7,990.00MAD","8,990.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/msi-gf63-thin-11sc-gtx-1650/
"ERAZER Crawler E30e – Core™ i5 12th, RTX 2050, 8GB, 512GB","7,999.00MAD","9,599.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/pc-portable-erazer-crawler-e30e-rtx-2050-maroc/
HyperX Cloud Alpha S ( Noir ),"1,199.00MAD","1,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/casque-gamer-hyperx-cloud-alpha-s-maroc/
HyperX Alloy Origins 60,"1,199.00MAD","1,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/clavier-gamer-hyperx-alloy-origins-60-maroc/
HyperX Quadcast S Noir,"1,649.00MAD","2,149.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/microphone-hyperx-quadcast-s-noir-maroc/
HyperX Cloud Stinger 2 Core (PC),499.00MAD,599.00MAD,Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/hyperx-cloud-stinger-2-core-maroc/
HyperX Cloud III ( Noir ),"1,099.00MAD","1,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/casque-gamer-hyperx-cloud-iii-noir-maroc/
HyperX Cloud Alpha Rouge,899.00MAD,"1,099.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/hyperx-cloud-alpha-rouge-maroc/
HyperX Cloud III ( Rouge ),"1,099.00MAD","1,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/casque-gamer-hyperx-cloud-iii-rouge-maroc/
Y60 – INTEL CORE ULTRA 7 265KF-RTX 4060Ti 16Go,"25,899.00MAD","29,799.00MAD",Setup Game,PC Portable,2025-02-05 10:10:10,,https://setupgame.ma/produit/pc-gamer-ultra-7-265kf-rtx-4060ti-maroc/
"HP PAVILION GAMING 15-EC2011NK – Ryzen R5-5600H, RTX 3050, 16GB, 512Go","8,190.00MAD","8,990.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/hp-pavilion-gaming-15-ec2011nk-16go-maroc/
"ERAZER Crawler E30e – Core™ i5 12th, RTX 2050, 16GB, 512GB","8,299.00MAD","9,999.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/erazer-crawler-e30e-rtx-2050-prix-maroc/
"MSI GF63 11SC-658XMA – Core™ i5 11th, GTX 1650, 16GB, 512GB","8,490.00MAD","9,490.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/msi-gf63-thin-11sc-gtx-1650-16gb/
"ASUS A15 TUF507RC-HN011W – Ryzen 7-6800H, RTX 3050, 8GB, 512GB","8,499.00MAD","10,099.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/pc-portable-asus-a15-tuf507rc-hn011w-rtx-3050-maroc/
"ASUS TUF 506HEB-HN150T – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","8,499.00MAD","10,199.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/pc-portable-asus-tuf-506heb-rtx-3050ti-maroc/
"ASUS TUF F15 FX516PE – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","8,499.00MAD","9,799.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/pc-portable-tuf-f15-rtx-3050ti-maroc/
"ASUS TUF F17 F706H – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","8,499.00MAD","10,099.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/asus-tuf-f17-f706h-rtx-3050ti-maroc/
"ASUS TUF 506HEB-HN150T – Core™ i5 11th, RTX 3050Ti, 16GB, 512GB","8,799.00MAD","10,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/asus-tuf-506heb-rtx-3050ti-prix-maroc/
"HP PAVILION GAMING 15-DK2013NK – Core™ i5 11th, RTX 3050, 8GB, 256Go","8,890.00MAD","9,490.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/hp-pavilion-15-dk2013nk-rtx-3050-maroc/
"ASUS VIVOBOOK PRO N7600PC-K5W – Core™ i7 11th, RTX 3050, 16GB, 512GB","8,999.00MAD","10,799.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/asus-vivobook-pro-n7600pc-k5w-i7-11th-maroc/
"Dell G15 5511 – Core™ i5 11th, RTX 3050, 8GB, 256GB","9,190.00MAD","10,990.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/pc-portable-gaming-dell-g15-i5-11th-rtx-3050/
"HP PAVILION GAMING 15-DK2013NK – Core™ i5 11th, RTX 3050, 16GB, 256Go","9,190.00MAD","9,790.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/hp-pavilion-15-dk2013nk-rtx-3050-16go-maroc/
HyperX Cloud Alpha S ( Noir ),"1,199.00MAD","1,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/casque-gamer-hyperx-cloud-alpha-s-maroc/
HyperX Alloy Origins 60,"1,199.00MAD","1,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/clavier-gamer-hyperx-alloy-origins-60-maroc/
HyperX Quadcast S Noir,"1,649.00MAD","2,149.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/microphone-hyperx-quadcast-s-noir-maroc/
HyperX Cloud Stinger 2 Core (PC),499.00MAD,599.00MAD,Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/hyperx-cloud-stinger-2-core-maroc/
HyperX Cloud III ( Noir ),"1,099.00MAD","1,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/casque-gamer-hyperx-cloud-iii-noir-maroc/
HyperX Cloud Alpha Rouge,899.00MAD,"1,099.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/hyperx-cloud-alpha-rouge-maroc/
HyperX Cloud III ( Rouge ),"1,099.00MAD","1,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/casque-gamer-hyperx-cloud-iii-rouge-maroc/
Y60 – INTEL CORE ULTRA 7 265KF-RTX 4060Ti 16Go,"25,899.00MAD","29,799.00MAD",Setup Game,PC Portable,2025-02-05 10:10:14,,https://setupgame.ma/produit/pc-gamer-ultra-7-265kf-rtx-4060ti-maroc/
"Dell G15 5511 – Core™ i5 11th, RTX 3050, 16GB, 256GB","9,490.00MAD","11,390.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/dell-g15-i5-11th-rtx-3050-16gb/
"ASUS TUF DASH FX516PC-HN001W – Core™ i7 11th, RTX 3050, 8GB, 512GB","9,599.00MAD","11,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/asus-dash-fx516pc-hn001w-rtx-3050-maroc/
"Dell G15 5511 – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","9,690.00MAD","11,690.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/pc-portable-gaming-dell-g15-i5-11th-rtx-3050ti-8gb/
"MSI Thin GF63 12UC – Core™ i5 12th, RTX 3050, 8GB, 512GB","9,699.00MAD","11,599.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/pc-portable-msi-thin-gf63-12uc-rtx-3050-maroc/
"ASUS TUF DASH FX516PC-HN001W – Core™ i7 11th, RTX 3050, 16GB, 512GB","9,799.00MAD","11,699.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/asus-dash-fx516pc-hn001w-i7-11th-maroc/
"Dell G15 5511 – Core™ i5 11th, RTX 3050Ti, 16GB, 512GB","9,990.00MAD","11,990.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/dell-g15-i5-11th-rtx-3050ti-16gb/
"MSI Thin GF63 12UC – Core™ i5 12th, RTX 3050, 16GB, 512GB","9,999.00MAD","11,999.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/pc-portable-msi-thin-gf63-12uc-rtx-3050-prix-maroc/
"LENOVO LOQ 15IRX9 – Core™ i5 13th, RTX 3050, 16GB, 512GB","9,999.00MAD","13,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/pc-portable-lenovo-loq-15irx9-rtx-3050-maroc/
"HP OMEN 15-EK0002NK – Core™ i7 10th, GTX 1660Ti, 16GB, 1To","10,499.00MAD","12,599.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/hp-omen-15-ek0002nk-gtx-1660ti-maroc/
"MSI GF63 Thin 11UD-1043XFR – Core™ i5 11th, RTX 3050Ti, 8GB, 512GB","10,590.00MAD","11,590.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/pc-portable-gamer-rtx-3050ti-msi-maroc/
"MSI GF63 Thin 11UD-1043XFR – Core™ i5 11th, RTX 3050Ti, 16GB, 512GB","10,990.00MAD","11,990.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/pc-portable-gamer-rtx-3050ti-msi-prix-maroc/
"Gigabyte G5 KF – Core™ i5 12th, RTX 4060, 16GB, 512GB","10,990.00MAD","13,190.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/pc-portable-gaming-gigabyte-g5-kf-rtx-4060/
ASUS PRIME B550M-K,"1,299.00MAD","1,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/asus-prime-b550m-k-prix-maroc/
ASUS TUF Gaming VG24VQER 23.6″ 180Hz,"1,699.00MAD","2,299.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/moniteur-asus-tuf-gaming-vg24vqer-maroc/
ASUS ProArt PA279CRV 27″ LED IPS 4K,"6,999.00MAD","8,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/asus-27-led-proart-pa279crv-4k-maroc/
ASUS TUF Gaming VG249Q3A 23.8″ 180Hz,"1,599.00MAD","2,099.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/moniteur-asus-tuf-gaming-vg249q3a-maroc/
Hybrok 31.5″ HG32QHD 170Hz 1ms,"2,699.00MAD","3,299.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/moniteur-hybrok-hg32qhd-170hz-maroc/
HyperX Cloud Alpha S ( Noir ),"1,199.00MAD","1,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/casque-gamer-hyperx-cloud-alpha-s-maroc/
HyperX Alloy Origins 60,"1,199.00MAD","1,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/clavier-gamer-hyperx-alloy-origins-60-maroc/
HyperX Quadcast S Noir,"1,649.00MAD","2,149.00MAD",Setup Game,PC Portable,2025-02-05 10:10:19,,https://setupgame.ma/produit/microphone-hyperx-quadcast-s-noir-maroc/
"MSI GF63 11SC-659XMA – Core™ i7 11th, GTX 1650, 16GB, 512GB","10,999.00MAD","14,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/msi-gf63-thin-11sc-gtx-1650-i7-11th/
"HP OMEN 15-EK0002NK – Core™ i7 10th, GTX 1660Ti, 32GB, 1To","10,999.00MAD","13,199.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/pc-portable-hp-omen-15-ek0002nk-gtx-1660ti/
"MSI Thin GF63 12UC – Core™ i7 12th, RTX 3050, 16GB, 512GB","11,490.00MAD","13,690.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/pc-portable-msi-thin-gf63-12uc-i7-12650h-maroc/
"Dell G15 5510 – Core™ i7 10th, RTX 3060, 16GB, 512GB","11,990.00MAD","15,490.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/pc-portable-gaming-dell-g15-5510-rtx-3060/
"Pc Portable Gaming ACER NITRO 5 AN515-57-529L – RTX 3070, Core™ i5 11th Génération – NEUF SANS EMBALLAGE","11,990.00MAD","13,490.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/pc-portable-gaming-rtx-3070-acer-nitro-5/
"Dell G15 5511 – Core™ i7 11th, RTX 3050Ti, 16GB, 512GB","11,990.00MAD","13,990.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/dell-g15-i7-11th-rtx-3050ti-16gb/
"MSI BRAVO 15 B5DD-299XMA – Ryzen R7-5800H, RX 5500M, 16GB, 512GB","12,999.00MAD","14,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/pc-portable-msi-bravo-15-b5dd-299xma/
"LENOVO LOQ 15IRX9 – Core™ i7 13th, RTX 4050, 16GB, 512GB","13,899.00MAD","15,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/pc-portable-lenovo-loq-15irx9-rtx-4050-maroc/
"MSI Cyborg 15 A12VE – Core™ i7 12th, RTX 4050, 16GB, 512GB","13,990.00MAD","16,790.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/pc-portable-gamer-msi-rtx-4050-maroc/
"MSI Cyborg 15 A13VE – Core™ i7 13th, RTX 4050, 16GB, 512GB","14,490.00MAD","17,390.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/pc-portable-msi-cyborg-15-a13ve-rtx-4050-maroc/
ASUS PRIME B550M-K,"1,299.00MAD","1,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/asus-prime-b550m-k-prix-maroc/
ASUS TUF Gaming VG24VQER 23.6″ 180Hz,"1,699.00MAD","2,299.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/moniteur-asus-tuf-gaming-vg24vqer-maroc/
ASUS ProArt PA279CRV 27″ LED IPS 4K,"6,999.00MAD","8,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/asus-27-led-proart-pa279crv-4k-maroc/
ASUS TUF Gaming VG249Q3A 23.8″ 180Hz,"1,599.00MAD","2,099.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/moniteur-asus-tuf-gaming-vg249q3a-maroc/
Hybrok 31.5″ HG32QHD 170Hz 1ms,"2,699.00MAD","3,299.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/moniteur-hybrok-hg32qhd-170hz-maroc/
HyperX Cloud Alpha S ( Noir ),"1,199.00MAD","1,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/casque-gamer-hyperx-cloud-alpha-s-maroc/
HyperX Alloy Origins 60,"1,199.00MAD","1,399.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/clavier-gamer-hyperx-alloy-origins-60-maroc/
HyperX Quadcast S Noir,"1,649.00MAD","2,149.00MAD",Setup Game,PC Portable,2025-02-05 10:10:25,,https://setupgame.ma/produit/microphone-hyperx-quadcast-s-noir-maroc/
"Dell G15 5511 – Core™ i7 11th, RTX 3060, 16GB, 1TB","14,590.00MAD","16,590.00MAD",Setup Game,PC Portable,2025-02-05 10:10:32,,https://setupgame.ma/produit/pc-portable-gaming-dell-g15-5511-rtx-3060/
"Dell G15 5511 – Core™ i7 11th, RTX 3060, 32GB, 1TB","14,990.00MAD","16,990.00MAD",Setup Game,PC Portable,2025-02-05 10:10:32,,https://setupgame.ma/produit/pc-portable-gaming-dell-g15-i7-11th-rtx-3060/
"Pc Portable Gaming ASUS ROG STRIX 17 – AMD Ryzen 7 6800H, RTX 3060","15,490.00MAD","17,990.00MAD",Setup Game,PC Portable,2025-02-05 10:10:32,,https://setupgame.ma/produit/pc-portable-gaming-asus-rog-strix-17-rtx-3060/
"Pc Portable DELL XPS 13-9310 – Core™ i7 11th Génération, Écran Tactile, 4K","15,490.00MAD","19,990.00MAD",Setup Game,PC Portable,2025-02-05 10:10:32,,https://setupgame.ma/produit/pc-portable-dell-xps-13-9310/
"MSI GF66 KATANA 11UE – Core™ i5 11th, RTX 3050, 16GB, 512GB","15,999.00MAD","16,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:32,,https://setupgame.ma/produit/pc-portable-gamer-msi-gf66-katana-11ue-rtx-3050/
"MSI Bravo 15 C7VFK – Ryzen 7 7735HS, RTX 4060, 16GB, 512GB","16,490.00MAD","19,690.00MAD",Setup Game,PC Portable,2025-02-05 10:10:32,,https://setupgame.ma/produit/pc-portable-gamer-msi-bravo-15-c7vfk-maroc/
"Pc Portable Gamer MSI GF66 Katana 11UE – Core™ i7 11th Génération, RTX 3050","17,499.00MAD","17,999.00MAD",Setup Game,PC Portable,2025-02-05 10:10:32,,https://setupgame.ma/produit/msi-gf66-katana-11ue-rtx-3050/
"MSI Katana 15 B13VFK – Core™ i9 13th, RTX 4060, 16GB, 1TB","19,490.00MAD","22,390.00MAD",Setup Game,PC Portable,2025-02-05 10:10:32,,https://setupgame.ma/produit/pc-portable-msi-katana-15-b13vfk-rtx-4060-maroc/
"AORUS 16X ASG-53FRC54SH – Core™ i7 14th, RTX 4070, 16GB, 1TB","20,499.00MAD","23,499.00MAD",Setup Game,PC Portable,2025-02-05 10:10:32,,https://setupgame.ma/produit/pc-portable-gaming-aorus-16x-asg-53frc54sh-rtx-4070-maroc/
